task_id,evidence_gap,source_report,metadata_path,run,strategy_id,symbol,market,research_topic,signal_to_validate,sample_period,cost_assumption,benchmark,status,dedupe_key
reportGapTask_7b2250605364c2f5600d,CrossSourceValidation,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata12_03062026.json,RunMetadata12_03062026,ma_crossover,,,补齐报告证据：RunMetadata12_03062026 / CrossSourceValidation,补跑多源交叉校验，比较至少两个可用真实数据源的关键价格。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,84c72e8d2627393e36cd7b0739a68f5d34a2c808ef8f0d263ed20951ef079fc3
reportGapTask_498687f76c9b7e4fcfa7,RiskGate,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata12_03062026.json,RunMetadata12_03062026,ma_crossover,,,补齐报告证据：RunMetadata12_03062026 / RiskGate,重建研究风险闸门，覆盖收益、回撤、成本、稳定性、样本外和停用条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,a04eed1b4159cce25c5a3c6fa12cdf8bfd3326507362606c26f097839a91b063
reportGapTask_5e503abbad4691b1593e,DecisionQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata12_03062026.json,RunMetadata12_03062026,ma_crossover,,,补齐报告证据：RunMetadata12_03062026 / DecisionQuality,补齐 Decision Quality，包括 Thesis、证据、风险、反方观点和退出条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,0f0bc02618e690c620f7a5d7e5747344b4c8167acd20bcaba4847b850925711a
reportGapTask_bf9bfa83deb65175b103,ReportEvidence,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata11_03062026.json,RunMetadata11_03062026,ma_crossover,,,补齐报告证据：RunMetadata11_03062026 / ReportEvidence,重新导出包含 QuantLabReportEvidenceV1 的 Word 报告和 RunMetadata。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,3f3bdf5fc35dddd3228a048fab54de107f31158c410728252b215b86f75b9998
reportGapTask_f430839fce24b7702b72,DataQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata11_03062026.json,RunMetadata11_03062026,ma_crossover,,,补齐报告证据：RunMetadata11_03062026 / DataQuality,补跑并保存数据质量检查，确认数据源、时间区间、缺失值和异常值。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,90d8e9516599a452a3e75587c38a7782eb74aba3ab2af817c75bb03b25ed52ad
reportGapTask_5036f46a88cc928d072a,CrossSourceValidation,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata11_03062026.json,RunMetadata11_03062026,ma_crossover,,,补齐报告证据：RunMetadata11_03062026 / CrossSourceValidation,补跑多源交叉校验，比较至少两个可用真实数据源的关键价格。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,8ddc367d8e92597c2a08b4e493afc0d8467eac62b4bcdd8d3c13383c336a85fe
reportGapTask_1349213155facadf7250,RiskGate,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata11_03062026.json,RunMetadata11_03062026,ma_crossover,,,补齐报告证据：RunMetadata11_03062026 / RiskGate,重建研究风险闸门，覆盖收益、回撤、成本、稳定性、样本外和停用条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,70f671cc6caff1b7ab41bd6613bd64384a132b86163ed821d176ec38f5681264
reportGapTask_cc1cf0fee8d3dd90cb09,DecisionQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata11_03062026.json,RunMetadata11_03062026,ma_crossover,,,补齐报告证据：RunMetadata11_03062026 / DecisionQuality,补齐 Decision Quality，包括 Thesis、证据、风险、反方观点和退出条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,556830cd7dff75a2410ef6181d5d1545dd085df6cf93cf7b1c8d52fe6a9ee417
reportGapTask_c0cad6a96f2a53ab0443,ReportEvidence,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata10_03062026.json,RunMetadata10_03062026,ma_crossover,,,补齐报告证据：RunMetadata10_03062026 / ReportEvidence,重新导出包含 QuantLabReportEvidenceV1 的 Word 报告和 RunMetadata。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,6785ff8e4f758cb5b0e9a83a780294a17e8fa0f39d11ed5363bcfcbcb004c52d
reportGapTask_103374afa4a44d1e268e,DataQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata10_03062026.json,RunMetadata10_03062026,ma_crossover,,,补齐报告证据：RunMetadata10_03062026 / DataQuality,补跑并保存数据质量检查，确认数据源、时间区间、缺失值和异常值。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,7371f6ecedd217e6014e229033827d3308561078bea8091cadb72861c69e6ade
reportGapTask_cd437183bc0ce74153ac,CrossSourceValidation,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata10_03062026.json,RunMetadata10_03062026,ma_crossover,,,补齐报告证据：RunMetadata10_03062026 / CrossSourceValidation,补跑多源交叉校验，比较至少两个可用真实数据源的关键价格。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,d5e9492e4249b5ea13dc8b024816e987c65cb6cb45ae5512bb00481a8a177a4a
reportGapTask_5ffdf7e7561460e55fc8,RiskGate,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata10_03062026.json,RunMetadata10_03062026,ma_crossover,,,补齐报告证据：RunMetadata10_03062026 / RiskGate,重建研究风险闸门，覆盖收益、回撤、成本、稳定性、样本外和停用条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,e32fd98c8b6c1e47a73b22282e53e0cb7b7b98b0edc4e183fd11a983d2dc13a6
reportGapTask_8672a0fc524ff1fcd06a,DecisionQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata10_03062026.json,RunMetadata10_03062026,ma_crossover,,,补齐报告证据：RunMetadata10_03062026 / DecisionQuality,补齐 Decision Quality，包括 Thesis、证据、风险、反方观点和退出条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,11ea8624c5b88e04bf0a0e683b694dcf4b8c9f924590acdef8d41d0a4ddf7693
reportGapTask_9560fac6f7b3c7807c08,ReportEvidence,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata9_03062026.json,RunMetadata9_03062026,ma_crossover,,,补齐报告证据：RunMetadata9_03062026 / ReportEvidence,重新导出包含 QuantLabReportEvidenceV1 的 Word 报告和 RunMetadata。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,02245220bbcf9703d0a61e33a0f36f0623de6345da1170a10d4660d3dc4a2fff
reportGapTask_5128ac162d6affb81da8,DataQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata9_03062026.json,RunMetadata9_03062026,ma_crossover,,,补齐报告证据：RunMetadata9_03062026 / DataQuality,补跑并保存数据质量检查，确认数据源、时间区间、缺失值和异常值。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,a97469b667a197e53888bf8602c2ee90e4adb6bbbc2fcdb7a633a43bacdc5e04
reportGapTask_c381273006494badfbc2,CrossSourceValidation,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata9_03062026.json,RunMetadata9_03062026,ma_crossover,,,补齐报告证据：RunMetadata9_03062026 / CrossSourceValidation,补跑多源交叉校验，比较至少两个可用真实数据源的关键价格。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,ea55a57c4652ce5914e232a4021674edf4005351c10af943ecebcb1c9d75f87b
reportGapTask_8d91cfb4c88ebb5e45d0,RiskGate,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata9_03062026.json,RunMetadata9_03062026,ma_crossover,,,补齐报告证据：RunMetadata9_03062026 / RiskGate,重建研究风险闸门，覆盖收益、回撤、成本、稳定性、样本外和停用条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,8ae239d4c6f38d1f832285107f1447369b99392799e04a7a23499b799603d425
reportGapTask_12f5209d22e8925ffb5a,DecisionQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata9_03062026.json,RunMetadata9_03062026,ma_crossover,,,补齐报告证据：RunMetadata9_03062026 / DecisionQuality,补齐 Decision Quality，包括 Thesis、证据、风险、反方观点和退出条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,a4ee518bb3265d86c007077360fa04c6205493f94d1f367b391aa2df1d0177c4
reportGapTask_186573b0f1329e452cd3,ReportEvidence,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata8_03062026.json,RunMetadata8_03062026,ma_crossover,,,补齐报告证据：RunMetadata8_03062026 / ReportEvidence,重新导出包含 QuantLabReportEvidenceV1 的 Word 报告和 RunMetadata。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,eb5bf476657c9079c191d328cb8840254b8b2fc027aaecc7495bdc3abc528067
reportGapTask_1076031a08aa4f94ec7a,DataQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata8_03062026.json,RunMetadata8_03062026,ma_crossover,,,补齐报告证据：RunMetadata8_03062026 / DataQuality,补跑并保存数据质量检查，确认数据源、时间区间、缺失值和异常值。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,12e9701902f3171f138adc7595851b89418d23e9ee9de23cba674558a43c5a76
reportGapTask_a2618b880d776c30457a,CrossSourceValidation,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata8_03062026.json,RunMetadata8_03062026,ma_crossover,,,补齐报告证据：RunMetadata8_03062026 / CrossSourceValidation,补跑多源交叉校验，比较至少两个可用真实数据源的关键价格。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,ad604fdac78b0a93bf9964b234b51deb73ccaf4388141fcbe3a03cf79399d548
reportGapTask_d1c766a496b389fe122f,RiskGate,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata8_03062026.json,RunMetadata8_03062026,ma_crossover,,,补齐报告证据：RunMetadata8_03062026 / RiskGate,重建研究风险闸门，覆盖收益、回撤、成本、稳定性、样本外和停用条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,19079dd6fc443fa89d7979158ceb46f669f9fba670fe36e5e8de1efae79f7ed3
reportGapTask_d125f7ab4b665e9e3e24,DecisionQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata8_03062026.json,RunMetadata8_03062026,ma_crossover,,,补齐报告证据：RunMetadata8_03062026 / DecisionQuality,补齐 Decision Quality，包括 Thesis、证据、风险、反方观点和退出条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,93a5b6ee0f9bd57b30696c78479718b28d4d7134eadd6e6425d991aee7bd5abd
reportGapTask_a6523e16ccfa91ae0e46,ReportEvidence,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata7_03062026.json,RunMetadata7_03062026,ma_crossover,,,补齐报告证据：RunMetadata7_03062026 / ReportEvidence,重新导出包含 QuantLabReportEvidenceV1 的 Word 报告和 RunMetadata。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,7e0db1d04c96f614d770c32006260cfccd5cd0b9bab6ed926729065ce2c9ccd9
reportGapTask_92752375944743a1e8d0,DataQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata7_03062026.json,RunMetadata7_03062026,ma_crossover,,,补齐报告证据：RunMetadata7_03062026 / DataQuality,补跑并保存数据质量检查，确认数据源、时间区间、缺失值和异常值。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,66f059e49b92283124485c47e266ed9dabefa0ad9679b6adb08f0d4e8a7b0b5b
reportGapTask_5c0e8776beb302487725,CrossSourceValidation,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata7_03062026.json,RunMetadata7_03062026,ma_crossover,,,补齐报告证据：RunMetadata7_03062026 / CrossSourceValidation,补跑多源交叉校验，比较至少两个可用真实数据源的关键价格。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,b09f9efbeba2417e12d75aba01b9dde224eca284f68bc61a9389bcc0c56dd323
reportGapTask_b0c509076756ec3e9c67,RiskGate,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata7_03062026.json,RunMetadata7_03062026,ma_crossover,,,补齐报告证据：RunMetadata7_03062026 / RiskGate,重建研究风险闸门，覆盖收益、回撤、成本、稳定性、样本外和停用条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,aad60c2cd6fcb3180bccd2cdba6e8bfce821dfdd4207f6545c4e95b53b1ea5c3
reportGapTask_d574b69fc073591c7818,DecisionQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata7_03062026.json,RunMetadata7_03062026,ma_crossover,,,补齐报告证据：RunMetadata7_03062026 / DecisionQuality,补齐 Decision Quality，包括 Thesis、证据、风险、反方观点和退出条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,cda8529aefbd03f6efe77b4b4367d694c5b4227081a3edfe098dd889ae0303ba
reportGapTask_2eb5bea47b4fceace46f,ReportEvidence,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata6_03062026.json,RunMetadata6_03062026,ma_crossover,,,补齐报告证据：RunMetadata6_03062026 / ReportEvidence,重新导出包含 QuantLabReportEvidenceV1 的 Word 报告和 RunMetadata。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,4f5fb77343bdc10027a574d44f75868519088268e1f4a7a2f48ed2b6697cbb65
reportGapTask_863b32110093e043f7df,DataQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata6_03062026.json,RunMetadata6_03062026,ma_crossover,,,补齐报告证据：RunMetadata6_03062026 / DataQuality,补跑并保存数据质量检查，确认数据源、时间区间、缺失值和异常值。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,3c64eb5db6525daa3f798351201f7536729ddd4afc7dcdc452acbbf762258070
reportGapTask_ccb56dd338a3da64ee8a,CrossSourceValidation,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata6_03062026.json,RunMetadata6_03062026,ma_crossover,,,补齐报告证据：RunMetadata6_03062026 / CrossSourceValidation,补跑多源交叉校验，比较至少两个可用真实数据源的关键价格。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,88acc051bf31647ed8e585ed53ec72a7303b1b5a4dcf06d6f316e2821ec7dafb
reportGapTask_0deb2e2f37503841428e,RiskGate,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata6_03062026.json,RunMetadata6_03062026,ma_crossover,,,补齐报告证据：RunMetadata6_03062026 / RiskGate,重建研究风险闸门，覆盖收益、回撤、成本、稳定性、样本外和停用条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,40becca2e1c0f56614b2c4b86710472a780b35bd1f31e7c4c1f4d6db6674cdd2
reportGapTask_d60dee86da5c2a2a831b,DecisionQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata6_03062026.json,RunMetadata6_03062026,ma_crossover,,,补齐报告证据：RunMetadata6_03062026 / DecisionQuality,补齐 Decision Quality，包括 Thesis、证据、风险、反方观点和退出条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,77ce9dd50ddf2d29d3feecd6fa8e58ad0423b491772e4f96628d5df0ebdc54ce
reportGapTask_89eda18bcd481f67323e,ReportEvidence,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata5_03062026.json,RunMetadata5_03062026,ma_crossover,,,补齐报告证据：RunMetadata5_03062026 / ReportEvidence,重新导出包含 QuantLabReportEvidenceV1 的 Word 报告和 RunMetadata。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,1d13332031ed60be024a01e44076e082f92e1cbd66576d8df61414ff701efae1
reportGapTask_56574ce95b3ef5f5e08c,DataQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata5_03062026.json,RunMetadata5_03062026,ma_crossover,,,补齐报告证据：RunMetadata5_03062026 / DataQuality,补跑并保存数据质量检查，确认数据源、时间区间、缺失值和异常值。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,ea6e0c70df503dbf358927d05f6332966b7430512653a07dbe9119359fa9a49d
reportGapTask_264578139b1e610c5158,CrossSourceValidation,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata5_03062026.json,RunMetadata5_03062026,ma_crossover,,,补齐报告证据：RunMetadata5_03062026 / CrossSourceValidation,补跑多源交叉校验，比较至少两个可用真实数据源的关键价格。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,0af1e222e7823e17238420162440945da8463fc1de5b1dcb9444f7eb33fddd0e
reportGapTask_23f77c7f6b6b8156557e,RiskGate,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata5_03062026.json,RunMetadata5_03062026,ma_crossover,,,补齐报告证据：RunMetadata5_03062026 / RiskGate,重建研究风险闸门，覆盖收益、回撤、成本、稳定性、样本外和停用条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,afff2e4d6a5e0e017032d2d314adb390b306069712bbfa61e6c788d03cc648bc
reportGapTask_5d33684094b7eb626033,DecisionQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata5_03062026.json,RunMetadata5_03062026,ma_crossover,,,补齐报告证据：RunMetadata5_03062026 / DecisionQuality,补齐 Decision Quality，包括 Thesis、证据、风险、反方观点和退出条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,4d52b5075a35ee6dda9cab6575764a6eb1b35edfcfe22e46c09fc0708b26cf30
reportGapTask_849266791b18649d1524,ReportEvidence,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata_20260603_072231.json,RunMetadata_20260603_072231,ma_crossover,,,补齐报告证据：RunMetadata_20260603_072231 / ReportEvidence,重新导出包含 QuantLabReportEvidenceV1 的 Word 报告和 RunMetadata。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,73b1d58c8427b9934aebdb236c44db9a6973a6e4feb43273d7e2b3752ab249c6
reportGapTask_2981ea829b795492a7df,DataQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata_20260603_072231.json,RunMetadata_20260603_072231,ma_crossover,,,补齐报告证据：RunMetadata_20260603_072231 / DataQuality,补跑并保存数据质量检查，确认数据源、时间区间、缺失值和异常值。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,baa5245a5eb945630fcc42e1bebb36617c900bed0fbe57ce4ec8966617fd4579
